"id","private","size","nace","region","single_shift"
"j_1971",1,"L","G","06",FALSE
"j_1972",1,"S","G","06",TRUE
"j_1973",1,"S","F","06",TRUE
"j_1974",1,"M","G","06",TRUE
"j_1975",1,"L","C","06",TRUE
"j_1976",1,"M","G","06",TRUE
"j_1977",1,"M","I","06",TRUE
"j_1978",1,"S","G","06",TRUE
"j_1979",1,"S","F","06",TRUE
"j_1980",1,"M","C","06",TRUE
"j_1981",1,"S","I","06",TRUE
"j_1982",1,"L","C","06",TRUE
"j_1983",1,"S","F","06",TRUE
"j_1984",1,"S","F","06",TRUE
"j_1985",1,"S","Q","06",TRUE
"j_1986",1,"S","G","06",FALSE
"j_1987",1,"M","C","06",FALSE
"j_1988",1,"S","G","06",TRUE
"j_1989",1,"M","C","06",TRUE
"j_1990",1,"L","G","06",TRUE
"j_1991",0,"M","Q","06",FALSE
"j_1992",1,"M","C","06",TRUE
"j_1993",1,"S","G","06",TRUE
"j_1994",1,"S","G","06",FALSE
"j_1995",1,"S","Q","06",TRUE
"j_1996",1,"M","Q","06",TRUE
"j_1997",1,"M","C","06",FALSE
"j_1998",1,"S","Q","06",FALSE
"j_1999",1,"S","F","06",TRUE
"j_2000",1,"M","G","06",FALSE
"j_2001",1,"L","G","06",FALSE
"j_2002",1,"L","C","06",TRUE
"j_2003",1,"M","H","06",TRUE
"j_2004",1,"S","F","14",TRUE
"j_2005",1,"S","C","06",TRUE
"j_2006",1,"S","F","06",TRUE
"j_2007",1,"M","G","06",TRUE
"j_2008",1,"M","P","06",TRUE
"j_2009",1,"M","C","06",TRUE
"j_2010",1,"S","G","06",FALSE
"j_2011",1,"S","M","06",TRUE
"j_2012",1,"S","H","06",TRUE
"j_2013",1,"S","F","06",TRUE
"j_2014",1,"L","N","06",FALSE
"j_2015",1,"S","G","06",FALSE
"j_2016",1,"S","G","06",TRUE
"j_2017",1,"M","P","06",TRUE
"j_2018",0,"L","Q","06",TRUE
"j_2019",1,"S","K.L","06",TRUE
"j_2020",1,"S","Q","06",TRUE
"j_2021",1,"S","G","06",TRUE
"j_2022",1,"M","R.S","06",TRUE
"j_2023",1,"L","C","06",FALSE
"j_2024",0,"M","P","06",TRUE
"j_2025",1,"M","C","06",FALSE
"j_2026",1,"M","F","06",TRUE
"j_2027",0,"M","P","06",TRUE
"j_2028",1,"S","G","06",TRUE
"j_2029",1,"S","G","06",FALSE
"j_2030",1,"M","P","06",FALSE
"j_2031",1,"S","I","06",FALSE
"j_2032",0,"M","P","06",TRUE
"j_2033",1,"S","G","06",TRUE
"j_2034",1,"S","H","06",TRUE
"j_2035",1,"S","G","06",TRUE
"j_2036",1,"M","C","06",TRUE
"j_2037",1,"S","D.E","06",TRUE
"j_2038",1,"M","J","06",TRUE
"j_2039",0,"M","Q","06",TRUE
"j_2040",1,"M","G","18",FALSE
"j_2041",1,"M","G","06",TRUE
"j_2042",1,"S","J","06",TRUE
"j_2043",1,"L","C","06",TRUE
"j_2044",1,"M","G","06",TRUE
"j_2045",1,"S","F","06",TRUE
"j_2046",1,"S","R.S","06",TRUE
"j_2047",1,"M","M","06",TRUE
"j_2048",1,"S","C","06",TRUE
"j_2049",1,"S","I","06",TRUE
"j_2050",1,"S","H","06",TRUE
"j_2051",1,"S","H","06",FALSE
"j_2052",1,"M","M","06",FALSE
"j_2053",1,"S","I","06",TRUE
"j_2054",1,"S","G","06",FALSE
"j_2055",1,"S","J","06",TRUE
"j_2056",1,"M","P","06",TRUE
"j_2057",1,"S","F","06",TRUE
"j_2058",1,"L","G","06",TRUE
"j_2059",1,"S","R.S","06",FALSE
"j_2060",1,"M","G","06",FALSE
"j_2061",1,"S","P","06",TRUE
"j_2062",1,"M","G","06",FALSE
"j_2063",1,"M","H","06",TRUE
"j_2064",1,"M","G","06",TRUE
"j_2065",1,"S","G","06",TRUE
"j_2066",1,"S","R.S","14",FALSE
"j_2067",1,"L","G","06",FALSE
"j_2068",1,"M","I","06",TRUE
"j_2069",1,"S","M","06",TRUE
"j_2070",1,"L","G","06",TRUE
"j_2071",0,"M","F","06",TRUE
"j_2072",1,"S","P","06",TRUE
"j_2073",1,"S","C","06",TRUE
"j_2074",0,"M","P","06",TRUE
"j_2075",1,"S","N","06",TRUE
"j_2076",1,"M","G","06",TRUE
"j_2077",0,"M","R.S","06",TRUE
"j_2078",1,"S","I","06",TRUE
"j_2079",1,"M","C","06",TRUE
"j_2080",1,"S","G","06",TRUE
"j_2081",1,"M","M","06",TRUE
"j_2082",1,"M","P","06",TRUE
"j_2083",1,"M","C","06",TRUE
"j_2084",1,"S","R.S","06",FALSE
"j_2085",1,"S","F","06",TRUE
"j_2086",0,"S","Q","06",TRUE
"j_2087",1,"S","F","06",TRUE
"j_2088",1,"S","P","06",TRUE
"j_2089",1,"L","C","06",TRUE
"j_2090",1,"S","R.S","06",TRUE
"j_2091",1,"S","G","06",FALSE
"j_2092",1,"S","G","06",TRUE
"j_2093",1,"S","C","06",TRUE
"j_2094",1,"S","J","06",TRUE
"j_2095",1,"L","D.E","24",FALSE
"j_2096",1,"L","G","24",FALSE
"j_2097",1,"S","G","24",FALSE
"j_2098",1,"S","G","24",TRUE
"j_2099",1,"M","C","12",TRUE
"j_2100",1,"M","C","12",TRUE
"j_2101",1,"S","G","24",TRUE
"j_2102",1,"M","G","12",TRUE
"j_2103",1,"S","C","12",TRUE
"j_2104",1,"S","G","12",FALSE
"j_2105",1,"S","I","12",FALSE
"j_2106",1,"L","C","12",TRUE
"j_2107",1,"S","R.S","24",TRUE
"j_2108",1,"S","C","24",TRUE
"j_2109",1,"S","G","24",TRUE
"j_2110",1,"M","I","24",FALSE
"j_2111",1,"M","H","24",FALSE
"j_2112",1,"L","C","24",FALSE
"j_2113",1,"M","H","24",FALSE
"j_2114",1,"M","C","24",TRUE
"j_2115",0,"L","P","24",TRUE
"j_2116",0,"M","P","24",TRUE
"j_2117",1,"M","G","24",TRUE
"j_2118",1,"S","C","24",TRUE
"j_2119",1,"S","C","12",TRUE
"j_2120",1,"L","C","24",FALSE
"j_2121",1,"S","G","24",TRUE
"j_2122",1,"M","C","12",TRUE
"j_2123",1,"L","N","24",FALSE
"j_2124",1,"S","C","24",TRUE
"j_2125",0,"L","P","24",TRUE
"j_2126",1,"L","G","12",FALSE
"j_2127",1,"S","M","24",TRUE
"j_2128",1,"M","H","12",TRUE
"j_2129",0,"M","Q","12",FALSE
"j_2130",1,"M","C","12",TRUE
"j_2131",1,"S","K.L","12",TRUE
"j_2132",1,"S","G","12",TRUE
"j_2133",1,"L","C","24",FALSE
"j_2134",1,"S","H","24",FALSE
"j_2135",1,"S","M","24",TRUE
"j_2136",1,"M","G","24",FALSE
"j_2137",1,"M","G","12",TRUE
"j_2138",1,"S","F","12",TRUE
"j_2139",1,"S","R.S","12",FALSE
"j_2140",1,"L","N","24",FALSE
"j_2141",1,"M","G","24",FALSE
"j_2142",1,"M","N","12",TRUE
"j_2143",1,"M","C","24",TRUE
"j_2144",1,"S","H","12",TRUE
"j_2145",1,"S","G","12",FALSE
"j_2146",1,"S","M","12",TRUE
"j_2147",1,"S","F","12",TRUE
"j_2148",1,"S","R.S","12",TRUE
"j_2149",1,"S","C","24",TRUE
"j_2150",1,"L","C","24",TRUE
"j_2151",1,"S","H","24",TRUE
"j_2152",1,"L","C","24",TRUE
"j_2153",0,"M","Q","24",FALSE
"j_2154",1,"S","F","24",FALSE
"j_2155",1,"S","G","24",TRUE
"j_2156",1,"L","Q","24",TRUE
"j_2157",0,"M","Q","24",TRUE
"j_2158",0,"M","Q","24",FALSE
"j_2159",1,"S","G","24",TRUE
"j_2160",1,"S","G","24",TRUE
"j_2161",0,"M","P","24",TRUE
"j_2162",1,"M","I","24",TRUE
"j_2163",1,"M","G","12",TRUE
"j_2164",0,"M","P","24",TRUE
"j_2165",1,"S","C","24",TRUE
"j_2166",1,"L","C","24",FALSE
"j_2167",1,"M","C","24",FALSE
"j_2168",1,"M","C","24",TRUE
"j_2169",1,"M","I","24",FALSE
"j_2170",1,"S","F","24",FALSE
"j_2171",1,"L","G","24",FALSE
"j_2172",1,"M","K.L","24",TRUE
"j_2173",1,"L","G","08",FALSE
"j_2174",1,"S","M","08",TRUE
"j_2175",1,"M","G","08",FALSE
"j_2176",1,"S","G","08",TRUE
"j_2177",1,"S","G","08",TRUE
"j_2178",1,"M","R.S","08",TRUE
"j_2179",1,"M","D.E","08",TRUE
"j_2180",0,"S","P","08",TRUE
"j_2181",1,"M","G","08",TRUE
"j_2182",1,"M","G","08",TRUE
"j_2183",1,"S","F","08",TRUE
"j_2184",1,"S","I","08",FALSE
"j_2185",1,"M","Q","30",TRUE
"j_2186",1,"S","C","08",TRUE
"j_2187",1,"S","G","08",TRUE
"j_2188",1,"L","N","08",TRUE
"j_2189",1,"M","F","08",TRUE
"j_2190",1,"M","G","08",TRUE
"j_2191",1,"S","I","08",FALSE
"j_2192",1,"L","N","08",FALSE
"j_2193",1,"S","G","08",TRUE
"j_2194",1,"L","N","08",FALSE
"j_2195",0,"M","Q","08",TRUE
"j_2196",1,"M","F","08",TRUE
"j_2197",0,"L","D.E","08",TRUE
"j_2198",1,"S","H","08",TRUE
"j_2199",1,"M","C","08",FALSE
"j_2200",1,"S","C","08",TRUE
"j_2201",1,"S","Q","08",FALSE
"j_2202",1,"S","G","08",FALSE
"j_2203",1,"M","G","08",TRUE
"j_2204",1,"S","F","08",TRUE
"j_2205",1,"S","F","08",TRUE
"j_2206",1,"S","H","08",TRUE
"j_2207",1,"M","N","08",TRUE
"j_2208",1,"S","H","08",FALSE
"j_2209",1,"S","M","08",TRUE
"j_2210",0,"M","P","08",TRUE
"j_2211",1,"S","R.S","08",TRUE
"j_2212",1,"L","N","08",FALSE
"j_2213",1,"S","G","08",TRUE
"j_2214",1,"S","F","08",TRUE
"j_2215",1,"S","C","08",TRUE
"j_2216",1,"M","F","08",TRUE
"j_2217",1,"M","P","08",TRUE
"j_2218",1,"S","H","08",FALSE
"j_2219",1,"M","N","08",TRUE
"j_2220",1,"M","N","08",TRUE
"j_2221",1,"L","C","08",FALSE
"j_2222",1,"L","N","08",TRUE
"j_2223",1,"S","I","08",FALSE
"j_2224",1,"S","N","08",TRUE
"j_2225",1,"M","P","08",TRUE
"j_2226",1,"S","R.S","08",FALSE
"j_2227",1,"M","G","08",TRUE
"j_2228",1,"M","G","08",TRUE
"j_2229",0,"S","R.S","08",TRUE
"j_2230",1,"S","G","08",TRUE
"j_2231",1,"M","M","08",TRUE
"j_2232",0,"M","P","08",TRUE
"j_2233",1,"S","F","08",TRUE
"j_2234",1,"S","H","08",TRUE
"j_2235",0,"M","P","08",TRUE
"j_2236",0,"S","Q","08",TRUE
"j_2237",1,"S","I","08",TRUE
"j_2238",1,"L","N","04",FALSE
"j_2239",1,"L","C","04",FALSE
"j_2240",1,"M","C","04",FALSE
"j_2241",1,"S","F","04",TRUE
"j_2242",1,"S","G","04",TRUE
"j_2243",0,"L","D.E","04",TRUE
"j_2244",1,"L","H","04",TRUE
"j_2245",1,"S","M","04",TRUE
"j_2246",1,"S","F","04",FALSE
"j_2247",1,"S","C","04",TRUE
"j_2248",1,"M","C","22",TRUE
"j_2249",1,"L","C","22",FALSE
"j_2250",1,"M","G","04",TRUE
"j_2251",1,"L","M","04",TRUE
"j_2252",1,"S","F","04",TRUE
"j_2253",1,"M","G","04",TRUE
"j_2254",1,"M","C","04",FALSE
"j_2255",0,"M","D.E","04",TRUE
"j_2256",1,"L","H","04",TRUE
"j_2257",1,"S","H","04",TRUE
"j_2258",0,"L","O","04",FALSE
"j_2259",1,"M","G","04",TRUE
"j_2260",1,"L","N","04",TRUE
"j_2261",1,"L","F","04",TRUE
"j_2262",1,"L","C","04",FALSE
"j_2263",1,"L","C","04",TRUE
"j_2264",1,"M","F","04",FALSE
"j_2265",0,"M","D.E","04",TRUE
"j_2266",1,"M","C","04",TRUE
"j_2267",1,"M","G","04",FALSE
"j_2268",1,"M","F","04",TRUE
"j_2269",1,"M","C","04",TRUE
"j_2270",1,"S","I","04",TRUE
"j_2271",1,"S","F","04",TRUE
"j_2272",1,"S","G","04",TRUE
"j_2273",1,"L","N","04",FALSE
"j_2274",1,"L","C","04",FALSE
"j_2275",1,"L","C","14",FALSE
"j_2276",1,"M","F","04",TRUE
"j_2277",1,"M","F","22",TRUE
"j_2278",1,"M","G","04",TRUE
"j_2279",1,"S","H","04",TRUE
"j_2280",1,"S","K.L","04",TRUE
"j_2281",1,"S","Q","04",FALSE
"j_2282",1,"S","H","04",TRUE
"j_2283",1,"M","I","04",TRUE
"j_2284",1,"S","F","04",TRUE
"j_2285",0,"L","R.S","04",FALSE
"j_2286",1,"L","C","04",FALSE
"j_2287",1,"M","F","04",TRUE
"j_2288",1,"L","C","04",FALSE
"j_2289",0,"L","Q","04",FALSE
"j_2290",1,"S","C","04",TRUE
"j_2291",1,"M","G","22",TRUE
"j_2292",1,"S","I","04",TRUE
"j_2293",1,"L","C","04",FALSE
"j_2294",1,"M","C","04",TRUE
"j_2295",1,"S","C","02",TRUE
"j_2296",1,"M","C","04",TRUE
"j_2297",1,"S","H","04",TRUE
"j_2298",1,"S","C","04",TRUE
"j_2299",1,"M","F","04",TRUE
"j_2300",1,"S","C","04",TRUE
"j_2301",1,"M","F","04",TRUE
"j_2302",1,"S","F","04",TRUE
"j_2303",1,"S","H","04",TRUE
"j_2304",0,"L","D.E","04",FALSE
"j_2305",1,"S","I","04",TRUE
"j_2306",1,"M","F","04",TRUE
"j_2307",1,"S","F","04",TRUE
"j_2308",1,"M","G","04",FALSE
"j_2309",1,"L","G","04",TRUE
"j_2310",1,"S","R.S","04",FALSE
"j_2311",1,"M","C","04",TRUE
"j_2312",1,"M","G","04",FALSE
"j_2313",1,"M","C","04",FALSE
"j_2314",0,"M","Q","22",FALSE
"j_2315",0,"L","Q","04",FALSE
"j_2316",0,"L","O","04",FALSE
"j_2317",0,"L","O","04",TRUE
"j_2318",0,"L","Q","04",TRUE
"j_2319",0,"L","O","22",TRUE
"j_2320",0,"M","Q","04",TRUE
"j_2321",1,"L","G","04",FALSE
"j_2322",1,"L","C","04",FALSE
"j_2323",1,"S","I","04",TRUE
"j_2324",1,"L","C","04",TRUE
"j_2325",1,"S","G","04",TRUE
"j_2326",1,"M","C","04",TRUE
"j_2327",1,"L","C","04",FALSE
"j_2328",1,"S","C","04",TRUE
"j_2329",0,"M","Q","04",TRUE
"j_2330",1,"S","N","04",TRUE
"j_2331",1,"S","G","04",TRUE
"j_2332",1,"S","C","04",TRUE
"j_2333",1,"S","G","04",FALSE
"j_2334",1,"S","C","04",TRUE
"j_2335",1,"M","G","04",TRUE
"j_2336",0,"M","P","04",TRUE
"j_2337",1,"S","G","04",TRUE
"j_2338",1,"M","F","22",TRUE
"j_2339",1,"M","C","32",TRUE
"j_2340",1,"L","G","04",TRUE
"j_2341",1,"L","N","04",FALSE
"j_2342",1,"S","H","04",FALSE
"j_2343",1,"L","C","04",FALSE
"j_2344",1,"S","R.S","04",TRUE
"j_2345",1,"S","G","04",TRUE
"j_2346",1,"L","C","04",FALSE
"j_2347",1,"L","G","04",FALSE
"j_2348",1,"L","G","04",TRUE
"j_2349",1,"S","G","04",TRUE
"j_2350",1,"S","C","04",TRUE
"j_2351",1,"L","G","04",FALSE
"j_2352",1,"L","C","04",FALSE
"j_2353",1,"M","C","04",TRUE
"j_2354",1,"M","K.L","04",FALSE
"j_2355",1,"M","G","04",TRUE
"j_2356",1,"M","K.L","04",TRUE
"j_2357",1,"M","C","04",TRUE
"j_2358",1,"M","C","04",TRUE
"j_2359",1,"S","M","04",TRUE
"j_2360",1,"L","N","04",TRUE
"j_2361",0,"M","D.E","04",FALSE
"j_2362",1,"S","F","04",TRUE
"j_2363",1,"M","C","04",TRUE
"j_2364",1,"L","C","10",FALSE
"j_2365",1,"S","I","10",FALSE
"j_2366",1,"L","N","10",FALSE
"j_2367",1,"S","F","10",TRUE
"j_2368",1,"S","F","10",TRUE
"j_2369",1,"M","N","10",TRUE
"j_2370",1,"S","G","10",TRUE
"j_2371",1,"S","R.S","10",TRUE
"j_2372",1,"M","F","10",TRUE
"j_2373",1,"S","G","10",TRUE
"j_2374",1,"M","H","10",FALSE
"j_2375",1,"S","C","10",TRUE
"j_2376",1,"L","N","10",FALSE
"j_2377",1,"L","N","10",TRUE
"j_2378",1,"S","F","10",TRUE
"j_2379",1,"S","G","10",FALSE
"j_2380",1,"L","P","10",TRUE
"j_2381",1,"S","J","10",TRUE
"j_2382",1,"M","C","10",TRUE
"j_2383",1,"M","C","10",TRUE
"j_2384",1,"L","C","10",FALSE
"j_2385",1,"S","F","10",TRUE
"j_2386",1,"S","F","10",TRUE
"j_2387",1,"S","R.S","10",TRUE
"j_2388",1,"L","C","10",FALSE
"j_2389",1,"M","I","10",TRUE
"j_2390",1,"S","R.S","10",TRUE
"j_2391",1,"S","G","10",TRUE
"j_2392",1,"L","C","10",FALSE
"j_2393",1,"S","F","10",TRUE
"j_2394",1,"S","G","10",TRUE
"j_2395",1,"S","K.L","10",TRUE
"j_2396",1,"S","H","10",FALSE
"j_2397",1,"S","R.S","10",TRUE
"j_2398",1,"L","M","10",TRUE
"j_2399",1,"S","G","10",TRUE
"j_2400",1,"M","D.E","10",TRUE
"j_2401",1,"S","P","10",TRUE
"j_2402",1,"S","M","10",FALSE
"j_2403",1,"S","F","10",TRUE
"j_2404",1,"S","I","10",TRUE
"j_2405",1,"M","N","10",FALSE
"j_2406",1,"L","G","10",FALSE
"j_2407",1,"S","G","10",TRUE
"j_2408",1,"L","C","10",TRUE
"j_2409",1,"S","F","10",FALSE
"j_2410",1,"S","G","10",TRUE
"j_2411",1,"M","I","10",FALSE
"j_2412",1,"M","Q","10",FALSE
"j_2413",1,"M","I","10",TRUE
"j_2414",1,"S","G","10",TRUE
"j_2415",1,"S","I","10",TRUE
"j_2416",1,"S","R.S","10",TRUE
"j_2417",1,"M","G","10",TRUE
"j_2418",1,"S","G","10",TRUE
"j_2419",1,"S","Q","10",TRUE
"j_2420",1,"S","F","14",TRUE
"j_2421",1,"S","F","10",TRUE
"j_2422",1,"S","F","10",TRUE
"j_2423",1,"S","M","10",TRUE
"j_2424",1,"M","M","24",TRUE
"j_2425",1,"S","C","10",FALSE
"j_2426",1,"S","R.S","10",FALSE
"j_2427",1,"S","R.S","10",TRUE
"j_2428",1,"S","F","10",TRUE
"j_2429",1,"S","F","10",TRUE
"j_2430",1,"S","H","10",TRUE
"j_2431",1,"M","F","10",TRUE
"j_2432",1,"S","K.L","10",TRUE
"j_2433",0,"L","Q","10",TRUE
"j_2434",1,"M","Q","10",FALSE
"j_2435",1,"M","I","10",FALSE
"j_2436",1,"S","F","14",TRUE
"j_2437",1,"S","G","10",TRUE
"j_2438",1,"L","C","10",FALSE
"j_2439",1,"M","G","10",TRUE
"j_2440",0,"L","H","10",FALSE
"j_2441",1,"S","I","10",FALSE
"j_2442",1,"S","F","10",TRUE
"j_2443",0,"L","R.S","10",FALSE
"j_2444",1,"M","C","10",FALSE
"j_2445",1,"S","F","10",TRUE
"j_2446",1,"L","N","10",FALSE
"j_2447",1,"M","F","10",TRUE
"j_2448",1,"M","C","10",TRUE
"j_2449",1,"S","G","10",TRUE
"j_2450",1,"S","R.S","10",TRUE
"j_2451",1,"S","G","10",TRUE
"j_2452",1,"S","R.S","12",FALSE
"j_2453",1,"M","G","10",TRUE
"j_2454",0,"M","I","10",FALSE
"j_2455",1,"S","F","10",TRUE
"j_2456",1,"L","C","10",FALSE
"j_2457",1,"M","F","10",TRUE
"j_2458",1,"S","F","10",TRUE
"j_2459",1,"S","H","10",TRUE
"j_2460",1,"S","I","10",TRUE
"j_2461",1,"L","N","10",FALSE
"j_2462",1,"S","K.L","10",TRUE
"j_2463",1,"S","G","10",TRUE
"j_2464",1,"M","Q","10",TRUE
"j_2465",1,"S","G","10",TRUE
"j_2466",1,"M","C","10",FALSE
"j_2467",1,"S","C","10",TRUE
"j_2468",1,"S","R.S","10",TRUE
"j_2469",1,"S","F","10",TRUE
"j_2470",1,"S","K.L","10",TRUE
"j_2471",1,"L","C","10",TRUE
"j_2472",1,"S","C","10",TRUE
"j_2473",1,"M","G","10",TRUE
"j_2474",1,"S","M","10",TRUE
"j_2475",1,"S","G","10",TRUE
"j_2476",1,"S","G","10",FALSE
"j_2477",1,"S","F","10",TRUE
"j_2478",1,"M","G","10",TRUE
"j_2479",1,"L","K.L","10",FALSE
"j_2480",1,"M","P","10",TRUE
"j_2481",1,"S","G","10",TRUE
"j_2482",1,"L","G","04",FALSE
"j_2483",1,"L","P","10",TRUE
"j_2484",1,"M","K.L","10",TRUE
"j_2485",1,"M","P","10",TRUE
"j_2486",1,"S","C","10",TRUE
"j_2487",1,"L","N","10",FALSE
"j_2488",1,"M","Q","10",TRUE
"j_2489",1,"S","C","10",FALSE
"j_2490",1,"M","G","10",TRUE
"j_2491",1,"S","R.S","10",TRUE
"j_2492",1,"S","G","10",FALSE
"j_2493",1,"M","Q","10",TRUE
"j_2494",1,"M","C","02",TRUE
"j_2495",1,"S","M","10",TRUE
"j_2496",1,"S","R.S","10",TRUE
"j_2497",1,"S","N","10",TRUE
"j_2498",1,"S","C","10",TRUE
"j_2499",1,"S","C","10",TRUE
"j_2500",1,"S","R.S","10",FALSE
"j_2501",1,"M","F","10",TRUE
"j_2502",1,"M","F","10",TRUE
"j_2503",1,"L","N","10",FALSE
"j_2504",1,"M","G","10",FALSE
"j_2505",1,"S","M","22",TRUE
"j_2506",1,"S","K.L","10",FALSE
"j_2507",1,"S","G","10",FALSE
"j_2508",1,"S","I","10",TRUE
"j_2509",0,"M","F","10",TRUE
"j_2510",1,"S","F","10",TRUE
"j_2511",1,"S","F","10",TRUE
"j_2512",1,"L","C","10",FALSE
"j_2513",1,"S","C","10",FALSE
"j_2514",1,"M","I","10",FALSE
"j_2515",1,"S","P","10",FALSE
"j_2516",1,"M","G","10",TRUE
"j_2517",1,"L","C","06",TRUE
"j_2518",1,"M","G","06",TRUE
"j_2519",1,"L","F","06",TRUE
"j_2520",1,"M","C","06",FALSE
"j_2521",1,"M","C","06",TRUE
"j_2522",1,"L","G","06",TRUE
"j_2523",1,"S","G","06",FALSE
"j_2524",1,"M","G","06",TRUE
"j_2525",1,"S","F","06",TRUE
"j_2526",1,"M","C","06",TRUE
"j_2527",1,"M","I","06",TRUE
"j_2528",0,"S","R.S","06",TRUE
"j_2529",1,"S","K.L","06",TRUE
"j_2530",0,"L","P","06",TRUE
"j_2531",1,"M","C","06",TRUE
"j_2532",1,"S","G","06",TRUE
"j_2533",1,"M","G","06",FALSE
"j_2534",1,"S","G","06",TRUE
"j_2535",0,"L","Q","06",FALSE
"j_2536",1,"M","F","06",TRUE
"j_2537",0,"L","O","06",TRUE
"j_2538",1,"S","M","06",TRUE
"j_2539",0,"L","Q","06",FALSE
"j_2540",1,"M","F","06",TRUE
"j_2541",1,"S","C","06",TRUE
"j_2542",1,"M","N","12",FALSE
"j_2543",1,"S","G","12",FALSE
"j_2544",1,"S","H","12",TRUE
"j_2545",1,"S","R.S","12",FALSE
"j_2546",1,"S","C","18",TRUE
"j_2547",1,"S","F","12",TRUE
"j_2548",1,"M","C","12",TRUE
"j_2549",1,"S","Q","12",FALSE
"j_2550",1,"L","C","12",TRUE
"j_2551",1,"M","C","12",TRUE
"j_2552",1,"S","C","12",TRUE
"j_2553",1,"S","C","12",TRUE
"j_2554",1,"S","F","12",TRUE
"j_2555",1,"S","F","12",TRUE
"j_2556",1,"L","F","12",TRUE
"j_2557",1,"L","G","12",TRUE
"j_2558",1,"M","C","24",TRUE
"j_2559",1,"L","C","12",TRUE
"j_2560",1,"S","H","12",FALSE
"j_2561",1,"L","G","12",FALSE
"j_2562",1,"M","J","12",TRUE
"j_2563",1,"S","H","12",TRUE
"j_2564",1,"S","F","12",TRUE
"j_2565",1,"S","F","12",TRUE
"j_2566",1,"S","C","12",TRUE
"j_2567",1,"S","G","12",TRUE
"j_2568",1,"L","F","12",TRUE
"j_2569",1,"S","I","12",TRUE
"j_2570",1,"M","I","12",TRUE
"j_2571",1,"S","K.L","12",TRUE
"j_2572",1,"S","G","12",TRUE
"j_2573",1,"M","C","12",TRUE
"j_2574",1,"M","G","12",TRUE
"j_2575",1,"L","N","12",FALSE
"j_2576",1,"M","F","12",TRUE
"j_2577",1,"M","G","12",TRUE
"j_2578",1,"S","C","12",TRUE
"j_2579",1,"S","F","12",TRUE
"j_2580",1,"L","K.L","14",FALSE
"j_2581",1,"S","H","12",TRUE
"j_2582",1,"S","Q","12",FALSE
"j_2583",1,"S","N","12",TRUE
"j_2584",1,"S","F","12",TRUE
"j_2585",1,"S","G","12",FALSE
"j_2586",1,"M","C","12",TRUE
"j_2587",1,"S","F","12",TRUE
"j_2588",1,"S","G","12",TRUE
"j_2589",1,"L","C","12",TRUE
"j_2590",1,"M","F","12",TRUE
"j_2591",1,"M","C","12",TRUE
"j_2592",1,"S","F","12",TRUE
"j_2593",1,"S","C","12",TRUE
"j_2594",1,"M","C","12",TRUE
"j_2595",1,"S","G","12",TRUE
"j_2596",1,"L","C","12",FALSE
"j_2597",1,"S","G","12",TRUE
"j_2598",1,"S","H","12",FALSE
"j_2599",1,"S","Q","12",TRUE
"j_2600",1,"M","H","12",FALSE
"j_2601",1,"M","I","12",TRUE
"j_2602",1,"M","F","14",TRUE
"j_2603",1,"M","F","12",TRUE
"j_2604",1,"L","C","12",FALSE
"j_2605",1,"L","C","08",FALSE
"j_2606",1,"S","F","12",TRUE
"j_2607",1,"L","D.E","12",FALSE
"j_2608",1,"S","F","12",TRUE
"j_2609",1,"S","F","12",TRUE
"j_2610",1,"M","F","12",TRUE
"j_2611",1,"M","K.L","12",TRUE
"j_2612",0,"L","D.E","12",FALSE
"j_2613",1,"S","J","12",TRUE
"j_2614",1,"S","H","12",TRUE
"j_2615",1,"S","Q","12",TRUE
"j_2616",1,"M","C","12",FALSE
"j_2617",1,"M","F","12",FALSE
"j_2618",1,"M","G","12",TRUE
"j_2619",1,"S","F","12",TRUE
"j_2620",1,"S","F","12",TRUE
"j_2621",1,"M","C","12",FALSE
"j_2622",1,"S","G","12",TRUE
"j_2623",1,"S","J","12",TRUE
"j_2624",1,"S","G","12",TRUE
"j_2625",1,"M","F","12",TRUE
"j_2626",1,"L","C","12",FALSE
"j_2627",1,"S","F","12",TRUE
"j_2628",1,"M","G","12",TRUE
"j_2629",1,"S","Q","12",TRUE
"j_2630",1,"S","G","12",FALSE
"j_2631",1,"S","G","12",TRUE
"j_2632",1,"S","G","12",TRUE
"j_2633",1,"S","F","12",TRUE
"j_2634",1,"M","F","12",TRUE
"j_2635",1,"L","M","30",TRUE
"j_2636",1,"L","H","12",FALSE
"j_2637",1,"L","G","12",TRUE
"j_2638",1,"S","M","12",TRUE
"j_2639",1,"S","H","12",TRUE
"j_2640",0,"S","R.S","12",TRUE
"j_2641",1,"S","C","12",TRUE
"j_2642",1,"S","F","12",TRUE
"j_2643",1,"S","I","12",FALSE
"j_2644",1,"L","G","12",TRUE
"j_2645",1,"S","I","12",TRUE
"j_2646",1,"M","G","12",TRUE
"j_2647",1,"S","I","12",TRUE
"j_2648",1,"S","M","12",TRUE
"j_2649",1,"M","C","12",FALSE
"j_2650",0,"M","Q","12",FALSE
"j_2651",1,"S","K.L","12",TRUE
"j_2652",1,"M","C","12",TRUE
"j_2653",1,"M","R.S","12",FALSE
"j_2654",1,"M","C","12",FALSE
"j_2655",1,"L","I","12",FALSE
"j_2656",1,"S","P","12",FALSE
"j_2657",0,"S","R.S","12",TRUE
"j_2658",1,"S","F","12",TRUE
"j_2659",0,"L","Q","12",TRUE
"j_2660",1,"M","C","12",FALSE
