"id","private","size","nace","region","weight"
"j_846",1,"L","G","24",1
"j_847",1,"L","G","14",1
"j_848",1,"L","G","14",1
"j_849",1,"L","G","14",1
"j_850",0,"L","P","30",1
"j_851",0,"L","Q","12",11
"j_852",0,"S","R.S","14",4
"j_853",0,"L","Q","28",1
"j_854",1,"L","G","06",1
"j_855",1,"L","G","04",1
"j_856",0,"M","K.L","02",1
"j_857",0,"L","P","30",1
"j_858",0,"M","R.S","16",1
"j_859",1,"L","G","28",2
"j_860",1,"L","G","28",1
"j_861",1,"M","G","26",1
"j_862",1,"L","G","32",1
"j_863",0,"L","Q","14",1
"j_864",0,"L","R.S","08",1
"j_865",1,"L","G","16",1
"j_866",1,"L","G","02",1
"j_867",0,"L","Q","28",1
"j_868",1,"L","G","02",1
"j_869",1,"M","G","22",1
"j_870",1,"L","G","04",1
"j_871",1,"M","K.L","02",7
"j_872",0,"S","R.S","24",5
"j_873",0,"L","Q","22",1
"j_874",0,"L","Q","22",2
"j_875",0,"L","P","16",1
"j_876",0,"L","Q","24",1
"j_877",1,"M","K.L","22",1
"j_878",1,"L","G","12",2
"j_879",0,"L","Q","14",2
"j_880",0,"L","O","02",1
"j_881",0,"L","O","02",1
"j_882",0,"L","O","02",1
"j_883",0,"L","O","02",1
"j_884",0,"L","O","02",1
"j_885",0,"L","O","02",1
"j_886",0,"L","O","02",1
"j_887",0,"L","O","02",1
"j_888",0,"L","O","02",1
"j_889",0,"L","O","14",1
"j_890",0,"L","O","14",1
"j_891",0,"L","O","14",1
"j_892",0,"L","O","14",1
"j_893",0,"L","O","14",1
"j_894",0,"L","O","14",1
"j_895",0,"L","O","14",1
"j_896",0,"L","O","14",1
"j_897",0,"L","O","14",1
"j_898",0,"L","O","14",1
"j_899",0,"L","O","14",1
"j_900",0,"L","O","14",1
"j_901",0,"L","O","14",1
"j_902",0,"L","O","14",1
"j_903",0,"L","O","20",1
"j_904",0,"L","O","20",5
"j_905",0,"L","O","20",5
"j_906",0,"L","O","20",1
"j_907",0,"L","O","04",1
"j_908",0,"L","O","04",1
"j_909",0,"L","O","04",1
"j_910",0,"L","O","04",1
"j_911",0,"L","O","22",1
"j_912",0,"L","O","24",1
"j_913",0,"L","O","24",1
"j_914",0,"L","O","24",1
"j_915",0,"L","O","24",1
"j_916",0,"L","O","24",1
"j_917",0,"L","O","24",1
"j_918",0,"L","O","12",1
"j_919",0,"L","O","10",1
"j_920",0,"L","O","10",1
"j_921",0,"L","O","10",1
"j_922",0,"L","O","10",1
"j_923",0,"L","O","10",1
"j_924",0,"L","O","28",1
"j_925",0,"L","O","18",1
"j_926",0,"L","O","18",1
"j_927",0,"L","O","18",1
"j_928",0,"L","O","18",1
"j_929",0,"L","O","18",1
"j_930",0,"L","M","14",1
"j_931",1,"L","G","18",1
"j_932",0,"L","Q","10",1
"j_933",1,"L","G","02",1
"j_934",1,"L","G","16",1
"j_935",0,"L","N","04",1
"j_936",0,"L","P","22",1
"j_937",0,"L","R.S","12",1
"j_938",0,"L","N","28",1
"j_939",0,"L","P","30",1
"j_940",0,"M","R.S","12",2
"j_941",0,"M","R.S","14",1
"j_942",1,"L","G","14",1
"j_943",1,"M","K.L","12",7
"j_944",1,"L","K.L","24",1
"j_945",0,"L","M","32",1
"j_946",0,"L","R.S","24",1
"j_947",1,"L","G","14",1
"j_948",1,"L","G","20",1
"j_949",1,"L","G","30",2
"j_950",1,"L","G","30",1
"j_951",1,"L","G","30",2
"j_952",0,"L","M","08",1
"j_953",1,"L","G","26",2
"j_954",1,"L","G","26",17
"j_955",0,"L","P","14",1
"j_956",1,"L","C","14",1
"j_957",1,"L","G","12",2
"j_958",0,"L","O","14",1
"j_959",1,"M","K.L","22",1
"j_960",0,"M","R.S","02",1
"j_961",0,"L","Q","32",1
"j_962",1,"L","K.L","14",1
"j_963",0,"L","Q","24",1
"j_964",0,"L","Q","24",1
"j_965",0,"L","P","14",8
"j_966",0,"L","P","24",1
"j_967",1,"L","K.L","30",1
"j_968",0,"L","P","30",1
"j_969",1,"L","G","20",1
"j_970",1,"S","K.L","32",7
"j_971",1,"M","K.L","04",1
"j_972",1,"M","K.L","16",1
"j_973",1,"L","C","06",1
"j_974",1,"L","G","12",1
"j_975",0,"L","Q","08",1
"j_976",0,"L","O","32",1
"j_977",0,"L","Q","02",1
"j_978",0,"L","O","02",1
"j_979",0,"L","P","14",1
"j_980",0,"L","P","10",1
"j_981",1,"L","G","12",1
"j_982",1,"L","G","12",1
"j_983",0,"L","O","14",1
"j_984",0,"M","R.S","08",2
"j_985",0,"L","M","14",1
"j_986",0,"M","P","18",7
"j_987",0,"M","P","28",7
"j_988",0,"M","P","16",6
"j_989",0,"M","P","22",6
"j_990",0,"M","P","32",7
"j_991",0,"L","P","02",6
"j_992",0,"L","P","02",1
"j_993",0,"L","P","02",1
"j_994",0,"M","P","02",7
"j_995",0,"M","P","16",6
"j_996",0,"M","P","12",8
"j_997",0,"S","P","24",12
"j_998",0,"M","P","24",6
"j_999",0,"L","P","26",1
"j_1000",0,"M","P","32",7
"j_1001",0,"L","Q","24",1
"j_1002",0,"L","O","10",1
"j_1003",0,"L","R.S","24",1
"j_1004",0,"M","P","02",7
"j_1005",1,"L","K.L","26",1
"j_1006",0,"L","R.S","14",1
"j_1007",0,"L","Q","24",1
"j_1008",0,"L","M","24",1
"j_1009",0,"L","Q","24",1
"j_1010",1,"L","I","14",1
"j_1011",0,"L","P","02",1
"j_1012",0,"L","P","26",1
"j_1013",1,"M","K.L","10",7
"j_1014",0,"L","P","28",1
"j_1015",1,"M","J","24",12
"j_1016",1,"L","F","12",2
"j_1017",1,"M","K.L","08",1
"j_1018",1,"M","K.L","04",8
"j_1019",1,"L","C","32",1
"j_1020",1,"L","C","10",1
"j_1021",1,"L","R.S","30",1
"j_1022",1,"M","J","02",10
"j_1023",0,"L","P","18",1
"j_1024",1,"L","Q","10",1
"j_1025",1,"M","R.S","04",1
"j_1026",1,"L","C","28",1
"j_1027",0,"L","Q","24",1
"j_1028",1,"L","H","14",1
"j_1029",1,"L","C","08",1
"j_1030",1,"M","F","12",19
"j_1031",1,"L","C","12",2
"j_1032",1,"L","C","04",1
"j_1033",1,"L","C","30",2
"j_1034",1,"M","J","14",20
"j_1035",1,"L","C","04",1
"j_1036",1,"L","C","22",15
"j_1037",1,"L","C","02",1
"j_1038",0,"M","Q","04",10
"j_1039",0,"L","P","06",1
"j_1040",1,"L","G","04",1
"j_1041",1,"M","H","22",15
"j_1042",1,"L","I","14",2
"j_1043",1,"S","C","10",78
"j_1044",0,"L","P","24",1
"j_1045",1,"L","C","06",1
"j_1046",0,"L","O","14",1
"j_1047",1,"L","C","04",1
"j_1048",1,"L","C","12",1
"j_1049",1,"M","C","30",29
"j_1050",1,"L","C","14",1
"j_1051",1,"L","C","32",2
"j_1052",1,"L","C","14",1
"j_1053",1,"L","C","12",1
"j_1054",1,"L","J","18",1
"j_1055",1,"L","F","18",2
"j_1056",1,"L","M","14",1
"j_1057",1,"S","G","14",165
"j_1058",1,"L","C","14",1
"j_1059",1,"L","G","14",1
"j_1060",0,"L","Q","14",1
"j_1061",1,"L","C","30",1
"j_1062",1,"L","C","20",1
"j_1063",0,"L","Q","14",1
"j_1064",1,"L","I","14",1
"j_1065",0,"S","Q","06",12
"j_1066",1,"L","C","20",2
"j_1067",1,"L","H","20",1
"j_1068",1,"L","C","20",1
"j_1069",1,"L","G","20",1
"j_1070",1,"M","F","24",1
"j_1071",0,"L","D.E","24",1
"j_1072",0,"L","R.S","24",1
"j_1073",1,"M","K.L","04",1
"j_1074",0,"L","K.L","04",1
"j_1075",1,"M","G","04",1
"j_1076",1,"L","C","04",1
"j_1077",1,"L","C","04",1
"j_1078",1,"L","C","14",1
"j_1079",1,"L","C","24",1
"j_1080",1,"L","C","24",1
"j_1081",1,"L","C","24",1
"j_1082",1,"L","C","24",1
"j_1083",1,"M","D.E","24",1
"j_1084",0,"L","Q","28",1
"j_1085",1,"M","I","22",12
"j_1086",1,"L","C","22",1
"j_1087",1,"S","N","22",26
"j_1088",0,"L","Q","22",2
"j_1089",1,"L","C","22",1
"j_1090",1,"M","N","22",13
"j_1091",1,"L","C","22",1
"j_1092",1,"L","C","22",1
"j_1093",1,"L","F","22",1
"j_1094",0,"M","Q","30",11
"j_1095",1,"L","G","32",1
"j_1096",1,"L","C","08",1
"j_1097",1,"L","G","02",1
"j_1098",1,"L","C","02",1
"j_1099",1,"L","C","02",1
"j_1100",0,"L","Q","30",1
"j_1101",1,"L","F","30",1
"j_1102",1,"L","C","30",1
"j_1103",1,"L","C","24",1
"j_1104",0,"L","Q","24",1
"j_1105",0,"L","Q","24",1
"j_1106",0,"L","Q","24",1
"j_1107",0,"L","Q","24",1
"j_1108",0,"L","Q","24",1
"j_1109",0,"L","Q","24",1
"j_1110",1,"L","C","24",1
"j_1111",0,"L","Q","24",1
"j_1112",0,"L","Q","24",2
"j_1113",0,"L","Q","24",1
"j_1114",0,"L","Q","24",1
"j_1115",1,"M","F","24",18
"j_1116",1,"L","F","24",1
"j_1117",0,"L","Q","24",1
"j_1118",1,"M","G","24",20
"j_1119",0,"L","R.S","24",1
"j_1120",1,"L","N","24",1
"j_1121",1,"L","N","24",1
"j_1122",1,"L","G","24",2
"j_1123",1,"L","F","26",2
"j_1124",1,"L","K.L","26",1
"j_1125",0,"L","Q","26",1
"j_1126",1,"L","C","26",1
"j_1127",1,"M","K.L","26",1
"j_1128",1,"L","C","30",1
"j_1129",1,"L","C","30",1
"j_1130",0,"M","Q","32",8
"j_1131",1,"L","G","32",1
"j_1132",1,"L","R.S","32",1
"j_1133",1,"L","F","12",1
"j_1134",1,"L","G","12",1
"j_1135",1,"M","H","12",25
"j_1136",1,"L","G","12",1
"j_1137",1,"L","K.L","12",1
"j_1138",0,"L","H","12",1
"j_1139",1,"L","F","12",1
"j_1140",1,"L","C","12",1
"j_1141",1,"L","C","18",15
"j_1142",1,"L","C","18",1
"j_1143",0,"L","Q","02",1
"j_1144",0,"M","Q","02",12
"j_1145",0,"L","Q","02",1
"j_1146",0,"S","Q","02",11
"j_1147",0,"L","Q","02",1
"j_1148",1,"S","R.S","02",17
"j_1149",1,"L","G","30",2
"j_1150",1,"M","C","30",18
"j_1151",1,"L","D.E","06",1
"j_1152",0,"M","Q","06",12
"j_1153",1,"M","C","10",18
"j_1154",1,"L","C","10",1
"j_1155",0,"L","O","10",1
"j_1156",0,"L","Q","10",1
"j_1157",0,"L","M","10",1
"j_1158",1,"L","C","12",1
"j_1159",1,"M","H","12",2
"j_1160",1,"L","F","12",1
"j_1161",0,"L","Q","28",1
"j_1162",0,"L","Q","28",1
"j_1163",0,"S","Q","28",9
"j_1164",0,"M","K.L","28",1
"j_1165",1,"S","M","28",72
"j_1166",1,"L","C","28",1
"j_1167",0,"L","Q","16",1
"j_1168",1,"L","F","16",2
"j_1169",1,"M","C","16",23
"j_1170",1,"L","C","16",1
"j_1171",0,"M","Q","32",7
"j_1172",0,"M","Q","30",14
"j_1173",1,"L","C","30",1
"j_1174",1,"L","F","10",1
"j_1175",1,"L","G","10",1
"j_1176",0,"S","Q","10",13
"j_1177",0,"L","Q","10",1
"j_1178",0,"L","Q","30",1
"j_1179",1,"L","C","30",1
"j_1180",0,"M","O","30",5
"j_1181",1,"L","C","30",1
"j_1182",1,"L","G","30",2
"j_1183",1,"M","I","30",68
"j_1184",1,"M","G","30",30
"j_1185",0,"L","Q","14",1
"j_1186",0,"L","Q","18",1
"j_1187",1,"M","C","18",23
"j_1188",1,"M","F","18",13
"j_1189",1,"L","C","14",1
"j_1190",1,"L","C","06",1
"j_1191",1,"L","H","14",1
"j_1192",0,"L","Q","22",1
"j_1193",0,"M","Q","32",8
"j_1194",1,"L","G","22",2
"j_1195",1,"L","G","28",1
"j_1196",0,"L","I","32",1
"j_1197",0,"L","Q","32",1
"j_1198",0,"L","Q","32",1
"j_1199",1,"M","N","32",1
"j_1200",1,"L","I","32",1
"j_1201",1,"L","F","32",1
"j_1202",1,"L","C","18",2
"j_1203",1,"M","F","26",12
"j_1204",1,"L","C","12",1
"j_1205",1,"L","C","14",1
"j_1206",1,"L","C","04",1
"j_1207",0,"L","Q","04",1
"j_1208",1,"L","C","04",1
"j_1209",1,"L","C","04",1
"j_1210",1,"L","G","30",474
"j_1211",0,"M","Q","02",12
"j_1212",1,"M","C","02",24
"j_1213",0,"L","Q","04",1
"j_1214",1,"L","F","04",1
"j_1215",1,"L","G","02",1
"j_1216",1,"L","F","02",1
"j_1217",0,"L","Q","02",1
"j_1218",1,"S","H","02",92
"j_1219",1,"L","J","02",1
"j_1220",0,"L","M","02",1
"j_1221",0,"L","Q","06",1
"j_1222",0,"S","Q","06",12
"j_1223",1,"L","H","08",1
"j_1224",1,"L","C","08",1
"j_1225",1,"M","K.L","08",1
"j_1226",0,"M","Q","08",1
"j_1227",0,"L","O","14",1
"j_1228",1,"L","G","14",1
"j_1229",1,"L","C","14",1
"j_1230",1,"L","C","02",1
"j_1231",1,"M","K.L","14",9
"j_1232",1,"L","G","14",1
"j_1233",1,"M","K.L","14",8
"j_1234",1,"L","K.L","02",1
"j_1235",0,"L","Q","02",1
"j_1236",1,"M","G","14",25
"j_1237",1,"L","C","30",1
"j_1238",0,"L","Q","14",1
"j_1239",0,"L","Q","14",1
"j_1240",0,"L","O","14",1
"j_1241",0,"L","O","20",1
"j_1242",0,"L","O","22",1
"j_1243",0,"L","O","08",1
"j_1244",0,"L","O","26",1
"j_1245",0,"L","O","12",1
"j_1246",0,"L","O","06",1
"j_1247",0,"L","O","28",1
"j_1248",0,"L","O","30",1
"j_1249",0,"L","O","32",1
"j_1250",0,"L","O","02",1
"j_1251",1,"L","C","24",1
"j_1252",0,"L","Q","32",1
"j_1253",1,"L","H","32",2
"j_1254",0,"L","M","14",1
"j_1255",1,"L","F","14",1
"j_1256",0,"L","M","14",1
"j_1257",1,"L","C","32",2
"j_1258",1,"M","K.L","14",9
"j_1259",0,"L","N","02",1
"j_1260",0,"S","O","04",1
"j_1261",1,"L","G","14",1
"j_1262",1,"L","F","06",1
"j_1263",1,"L","C","20",1
"j_1264",1,"L","G","22",1
"j_1265",1,"M","M","24",2
"j_1266",1,"L","F","24",2
"j_1267",1,"L","C","14",1
"j_1268",1,"L","J","02",1
"j_1269",1,"L","H","22",1
"j_1270",1,"L","C","22",2
"j_1271",1,"L","G","14",1
"j_1272",1,"L","G","14",1
"j_1273",1,"L","N","24",1
"j_1274",1,"M","C","24",21
"j_1275",1,"L","N","24",1
"j_1276",1,"L","N","04",1
"j_1277",1,"M","F","04",1
"j_1278",1,"L","C","12",1
"j_1279",1,"L","H","32",1
"j_1280",1,"L","C","02",1
"j_1281",1,"L","F","02",1
"j_1282",1,"M","C","08",12
"j_1283",1,"M","F","16",1
"j_1284",1,"L","C","22",1
"j_1285",1,"L","C","20",1
"j_1286",1,"L","M","14",1
"j_1287",1,"L","C","22",1
"j_1288",1,"L","J","26",1
"j_1289",1,"L","G","24",1
"j_1290",1,"L","C","12",1
"j_1291",1,"L","N","18",1
"j_1292",1,"M","H","08",1
"j_1293",1,"L","F","06",1
"j_1294",1,"L","C","04",1
"j_1295",1,"M","F","02",15
"j_1296",1,"S","C","22",44
"j_1297",1,"L","G","22",1
"j_1298",1,"L","C","22",1
"j_1299",1,"L","H","02",1
"j_1300",1,"M","G","14",26
"j_1301",1,"L","C","30",2
"j_1302",1,"S","D.E","08",3
"j_1303",1,"L","C","28",1
"j_1304",1,"L","G","08",1
"j_1305",1,"L","C","12",1
"j_1306",1,"M","F","12",2
"j_1307",1,"M","F","02",2
"j_1308",1,"L","C","26",2
"j_1309",1,"L","C","30",1
"j_1310",1,"L","C","12",1
"j_1311",1,"L","G","14",1
"j_1312",1,"L","C","18",1
"j_1313",1,"L","C","02",1
"j_1314",1,"L","R.S","14",1
"j_1315",1,"L","F","14",1
"j_1316",1,"S","K.L","14",9
"j_1317",1,"S","J","14",9
"j_1318",0,"L","H","14",1
"j_1319",1,"S","C","14",144
"j_1320",1,"S","C","14",144
"j_1321",0,"L","O","14",1
"j_1322",0,"L","M","14",1
"j_1323",1,"L","G","14",1
"j_1324",1,"L","G","14",1
"j_1325",1,"L","G","14",1
"j_1326",0,"L","Q","14",1
"j_1327",0,"L","M","14",1
"j_1328",1,"L","C","10",1
"j_1329",1,"L","G","14",1
"j_1330",1,"L","J","14",1
"j_1331",0,"L","P","14",1
"j_1332",0,"L","P","14",1
"j_1333",1,"L","N","14",1
"j_1334",1,"L","M","14",1
"j_1335",1,"L","P","14",1
"j_1336",1,"L","G","14",1
"j_1337",1,"L","F","14",1
"j_1338",1,"L","C","30",1
"j_1339",1,"L","N","14",1
"j_1340",0,"L","O","14",1
"j_1341",1,"S","M","14",93
"j_1342",0,"L","P","14",1
"j_1343",1,"L","M","14",1
"j_1344",0,"L","O","20",1
"j_1345",0,"L","O","04",1
"j_1346",0,"L","O","28",1
"j_1347",0,"L","O","04",1
"j_1348",0,"L","O","18",1
"j_1349",0,"L","O","14",1
"j_1350",0,"L","O","18",1
"j_1351",0,"L","O","10",1
"j_1352",0,"L","O","18",1
"j_1353",0,"L","O","30",1
"j_1354",0,"L","O","12",1
"j_1355",0,"L","O","06",1
"j_1356",0,"L","O","10",1
"j_1357",0,"L","O","30",1
"j_1358",0,"L","O","30",1
"j_1359",1,"L","H","14",1
"j_1360",1,"L","Q","14",1
"j_1361",1,"L","C","02",1
"j_1362",1,"L","D.E","14",1
"j_1363",1,"L","M","14",1
"j_1364",1,"L","J","18",1
"j_1365",1,"L","J","14",1
"j_1366",1,"L","G","14",1
"j_1367",1,"L","G","14",1
"j_1368",1,"L","C","30",1
"j_1369",1,"L","D.E","14",1
"j_1370",1,"L","G","14",1
"j_1371",1,"L","G","14",1
"j_1372",0,"L","P","14",1
"j_1373",0,"M","P","14",10
"j_1374",0,"L","P","14",1
"j_1375",0,"L","P","14",1
"j_1376",0,"L","P","14",1
"j_1377",1,"L","J","30",1
"j_1378",0,"L","P","14",1
"j_1379",0,"L","O","14",1
"j_1380",0,"L","P","14",1
"j_1381",1,"L","M","14",1
"j_1382",0,"L","P","14",1
"j_1383",0,"L","D.E","14",2
"j_1384",0,"L","C","24",1
"j_1385",0,"L","P","14",1
"j_1386",1,"L","C","22",1
"j_1387",1,"L","C","14",1
"j_1388",1,"L","F","14",1
"j_1389",0,"L","M","14",1
"j_1390",1,"L","G","14",1
"j_1391",1,"L","G","14",1
"j_1392",1,"L","C","30",1
"j_1393",1,"L","H","14",1
"j_1394",1,"L","G","14",1
"j_1395",1,"L","C","14",1
"j_1396",1,"L","G","14",1
"j_1397",1,"L","G","14",1
"j_1398",1,"L","C","02",1
"j_1399",0,"L","O","14",1
"j_1400",0,"L","O","02",1
"j_1401",0,"L","O","16",1
"j_1402",0,"L","O","04",1
"j_1403",0,"L","O","32",1
"j_1404",0,"L","O","32",5
"j_1405",0,"L","O","02",1
"j_1406",0,"L","O","04",4
"j_1407",1,"L","C","10",1
"j_1408",0,"L","D.E","14",1
"j_1409",0,"L","D.E","14",1
"j_1410",1,"L","C","24",1
"j_1411",1,"L","C","24",1
"j_1412",0,"L","Q","24",1
"j_1413",1,"L","C","14",1
"j_1414",0,"L","P","14",1
"j_1415",0,"L","P","14",1
"j_1416",1,"L","C","14",1
"j_1417",0,"L","H","14",1
"j_1418",1,"L","G","14",1
"j_1419",1,"M","G","14",537
"j_1420",1,"L","C","32",1
"j_1421",1,"L","G","14",1
"j_1422",0,"L","C","14",1
"j_1423",1,"L","H","14",1
"j_1424",0,"L","R.S","14",1
"j_1425",1,"L","F","14",1
"j_1426",1,"L","F","12",1
"j_1427",1,"L","M","14",1
"j_1428",1,"L","H","14",1
"j_1429",1,"L","C","14",2
"j_1430",0,"L","K.L","14",1
"j_1431",0,"L","O","14",1
"j_1432",1,"L","K.L","14",1
"j_1433",1,"L","M","12",1
"j_1434",1,"L","G","14",1
"j_1435",0,"M","K.L","14",1
"j_1436",1,"L","C","14",1
"j_1437",0,"L","O","14",1
"j_1438",1,"L","K.L","14",1
"j_1439",1,"L","G","14",1
"j_1440",0,"L","K.L","14",1
"j_1441",1,"L","N","14",1
"j_1442",1,"L","C","14",1
"j_1443",0,"L","Q","14",1
"j_1444",1,"L","C","14",1
"j_1445",0,"L","O","14",1
"j_1446",1,"L","G","14",2
"j_1447",0,"L","O","14",9
"j_1448",1,"L","G","14",1
"j_1449",1,"S","I","14",44
"j_1450",1,"L","C","14",1
"j_1451",1,"L","K.L","14",1
"j_1452",0,"L","H","02",1
"j_1453",1,"L","H","10",1
"j_1454",1,"L","N","14",1
"j_1455",1,"L","C","14",1
"j_1456",1,"L","C","24",1
"j_1457",1,"L","C","02",1
"j_1458",0,"L","Q","14",1
"j_1459",1,"M","F","14",19
"j_1460",1,"L","K.L","14",1
"j_1461",1,"M","F","14",19
"j_1462",1,"L","C","14",1
"j_1463",1,"M","Q","14",15
"j_1464",0,"L","P","14",1
"j_1465",1,"L","C","14",1
"j_1466",1,"L","C","26",1
"j_1467",1,"L","M","24",1
"j_1468",1,"L","C","14",1
"j_1469",1,"L","M","14",1
"j_1470",1,"M","F","14",20
"j_1471",1,"L","G","14",1
"j_1472",1,"L","J","14",1
"j_1473",1,"L","C","14",1
"j_1474",1,"L","K.L","22",1
"j_1475",1,"L","C","30",1
"j_1476",0,"L","K.L","14",2
"j_1477",1,"L","M","14",2
"j_1478",1,"L","J","14",1
"j_1479",1,"L","I","14",1
"j_1480",1,"S","I","14",99
"j_1481",1,"L","G","14",1
"j_1482",1,"L","K.L","14",1
"j_1483",1,"L","C","18",1
"j_1484",0,"L","K.L","14",1
"j_1485",0,"L","K.L","04",1
"j_1486",0,"L","K.L","22",1
"j_1487",0,"L","K.L","12",1
"j_1488",0,"L","K.L","28",1
"j_1489",0,"L","K.L","30",1
"j_1490",0,"L","K.L","32",1
"j_1491",0,"L","K.L","02",1
"j_1492",0,"L","K.L","14",1
"j_1493",1,"L","F","14",1
"j_1494",1,"S","F","14",82
"j_1495",1,"L","J","14",1
"j_1496",0,"L","O","14",1
"j_1497",1,"L","C","14",1
"j_1498",1,"L","J","14",1
"j_1499",1,"L","G","14",1
"j_1500",0,"L","P","14",1
"j_1501",0,"L","K.L","14",1
"j_1502",1,"L","G","14",1
"j_1503",1,"L","C","14",1
"j_1504",0,"L","P","14",1
"j_1505",1,"L","G","14",1
"j_1506",1,"L","G","10",2
"j_1507",1,"L","C","06",1
"j_1508",1,"L","C","14",1
"j_1509",1,"L","G","14",1
"j_1510",1,"L","J","14",1
"j_1511",1,"M","G","14",39
"j_1512",1,"L","M","14",1
"j_1513",0,"L","P","14",1
"j_1514",1,"L","C","14",1
"j_1515",1,"M","G","10",15
"j_1516",1,"L","G","14",1
"j_1517",1,"L","C","14",1
"j_1518",1,"L","D.E","14",1
"j_1519",0,"M","I","14",22
"j_1520",1,"L","J","14",1
"j_1521",1,"L","K.L","14",1
"j_1522",0,"L","C","14",1
"j_1523",1,"L","M","14",2
"j_1524",1,"L","C","14",1
"j_1525",1,"L","G","14",1
"j_1526",1,"L","C","02",1
"j_1527",1,"L","C","14",1
"j_1528",1,"L","C","30",1
"j_1529",0,"L","P","14",1
"j_1530",0,"L","J","14",1
"j_1531",1,"L","M","14",1
"j_1532",1,"L","K.L","14",1
"j_1533",1,"L","K.L","14",2
"j_1534",1,"L","K.L","04",1
"j_1535",1,"L","K.L","24",1
"j_1536",1,"L","K.L","30",3
"j_1537",1,"L","K.L","04",1
"j_1538",1,"L","K.L","02",1
"j_1539",1,"L","K.L","02",2
"j_1540",1,"L","K.L","30",2
"j_1541",1,"L","K.L","32",1
"j_1542",1,"L","H","14",1
"j_1543",1,"L","G","14",1
"j_1544",1,"L","J","14",1
"j_1545",1,"M","K.L","14",1
"j_1546",1,"L","G","14",1
"j_1547",1,"L","H","14",1
"j_1548",1,"L","I","14",1
"j_1549",0,"L","O","14",1
"j_1550",1,"L","F","14",1
"j_1551",0,"L","K.L","14",1
"j_1552",1,"L","M","14",1
"j_1553",0,"L","C","14",1
"j_1554",1,"L","G","14",1
"j_1555",1,"L","J","14",1
"j_1556",1,"L","K.L","14",1
"j_1557",1,"L","C","28",1
"j_1558",1,"L","C","06",1
"j_1559",1,"L","D.E","10",1
"j_1560",1,"L","I","14",1
"j_1561",1,"L","G","14",1
"j_1562",1,"L","C","14",1
"j_1563",1,"L","F","14",1
"j_1564",1,"L","G","14",1
"j_1565",1,"M","G","04",16
"j_1566",1,"L","C","14",1
"j_1567",1,"L","C","14",1
"j_1568",1,"L","G","14",1
"j_1569",1,"L","J","02",1
"j_1570",1,"L","G","14",1
"j_1571",1,"L","R.S","14",1
"j_1572",1,"L","G","30",2
"j_1573",1,"L","N","14",1
"j_1574",0,"L","O","14",1
"j_1575",0,"L","O","14",1
"j_1576",0,"M","K.L","14",1
"j_1577",1,"L","G","14",1
"j_1578",1,"S","N","14",17
"j_1579",0,"L","O","14",1
"j_1580",0,"L","Q","14",1
"j_1581",0,"L","Q","14",1
"j_1582",1,"L","J","14",1
"j_1583",1,"L","H","14",1
"j_1584",1,"L","G","14",1
"j_1585",1,"L","F","14",1
"j_1586",1,"L","C","24",1
"j_1587",1,"S","N","14",40
"j_1588",1,"L","N","14",2
"j_1589",1,"L","K.L","14",1
"j_1590",1,"L","G","14",1
"j_1591",1,"L","G","14",25
"j_1592",1,"L","C","14",1
"j_1593",1,"S","I","14",44
"j_1594",0,"L","P","14",8
"j_1595",1,"L","C","14",1
"j_1596",1,"L","C","14",1
"j_1597",0,"L","R.S","14",1
"j_1598",1,"L","K.L","14",1
"j_1599",1,"L","G","14",1
"j_1600",1,"L","K.L","14",1
"j_1601",1,"L","J","14",1
"j_1602",1,"L","I","28",1
"j_1603",0,"L","O","14",1
"j_1604",0,"L","O","16",1
"j_1605",0,"L","O","26",1
"j_1606",0,"L","O","22",4
"j_1607",0,"L","O","30",1
"j_1608",0,"L","O","22",1
"j_1609",0,"L","O","04",1
"j_1610",0,"L","O","04",1
"j_1611",0,"L","O","04",4
"j_1612",0,"L","O","26",1
"j_1613",0,"L","O","04",4
"j_1614",0,"L","O","30",5
"j_1615",0,"L","O","32",1
"j_1616",1,"L","J","14",1
"j_1617",1,"L","K.L","02",9
"j_1618",0,"L","K.L","14",1
"j_1619",1,"L","H","14",2
"j_1620",1,"M","G","14",39
"j_1621",1,"L","M","14",1
"j_1622",1,"L","G","14",1
"j_1623",1,"L","G","14",1
"j_1624",0,"L","H","14",1
"j_1625",1,"S","G","14",165
"j_1626",1,"L","F","14",1
"j_1627",1,"L","N","14",1
"j_1628",1,"L","M","14",1
"j_1629",1,"L","K.L","14",1
"j_1630",1,"L","C","24",1
"j_1631",1,"L","M","14",1
"j_1632",1,"L","N","14",1
"j_1633",1,"L","J","14",1
"j_1634",0,"L","O","14",1
"j_1635",1,"M","J","14",14
"j_1636",1,"L","K.L","02",1
"j_1637",1,"L","C","14",1
"j_1638",1,"L","G","14",1
"j_1639",1,"L","C","16",1
"j_1640",1,"L","F","14",1
"j_1641",1,"L","F","14",1
"j_1642",1,"L","C","30",1
"j_1643",1,"L","C","14",1
"j_1644",1,"L","J","14",1
"j_1645",1,"L","J","10",19
"j_1646",1,"L","J","14",1
"j_1647",1,"L","H","14",1
"j_1648",1,"L","C","14",1
"j_1649",1,"L","G","14",1
"j_1650",1,"L","C","12",1
"j_1651",1,"L","G","02",1
"j_1652",0,"L","Q","14",1
"j_1653",1,"L","K.L","14",1
"j_1654",1,"L","J","14",1
"j_1655",1,"L","G","14",1
"j_1656",1,"L","D.E","26",1
"j_1657",1,"L","D.E","16",1
"j_1658",1,"L","M","14",1
"j_1659",1,"L","C","24",1
